cat/dog,health issue,cooking time,name,save,ingredient,cook
고양이,다이어트,조리시간 30분 이내,닭고기와 호박간식 - 배변 활동에 좋은,음식은 3일 정도 냉장 보관 가능합니다,삶은 호박 70 g닭가슴살 150 g,"물 3컵 정도가 채워진 냄비에 닭고기를 넣고, 닭고기가 익을 때까지 15~20분 정도 끓여주세요.     닭가슴살을 고를 때는 뼈와 껍질이 없는 것을 고르세요. 통통하고 둥근 닭가슴살이 가장 좋습니다. 어린 닭일수록 육질이 부드럽고 연합니다.불을 끄고 닭고기를 건져 올려 식힌 다음, 닭고기를 얇게 썰어주세요.그릇에 호박을 넣고 포크로 으깨주세요.호박이 든 그릇에 닭고기를 넣고 재료를 골고루 섞어주세요.음식을 깨끗한 접시나 그릇에 옮겨 담으세요."
고양이,장관련,조리시간 20분 이내,감자와 완두콩 닭고기 - 면역력을 증진하는,음식은 3일 정도 냉장 보관 가능합니다,감자 100 g뼈와 껍질을 제거한 닭 넓적다리살 100 g닭가슴살 100 g완두콩 통조림 1/4 cup닭기름 2 tbsp,감자를 얇게 썰어주세요.닭고기를 한입 크기의 조각으로 잘라주세요.재료가 준비되었어요!냄비에 닭기름을 두르고 센 불에서 가열하세요.냄비에 닭고기를 넣고 5~10분간 저어주면서 볶아주세요.감자를 넣고 5~7분간 계속 볶아주세요.감자가 부드러워지고 닭고기가 익을 때까지 볶아주세요.완두콩을 넣고 1~2분간 조리하세요.불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담아주세요.음식을 제공하기 전에 완전히 식혀주세요.
고양이,관절관련,조리시간 30분 이내,닭내장 찜 - 고양이 질병을 예방하는,음식은 3일 정도 냉장 보관 가능합니다.,닭가슴살 200 g닭심장 30 g닭간 30 g셀러리 30 g당근 50 g닭모래주머니 30 g완두콩 통조림 50 g,셀러리를 잘게 썰어주세요.당근의 껍질을 벗기고 줄기를 제거한 후 깍둑썰기해주세요.냄비에 물 2~3컵을 붓고 닭고기를 넣어주세요.냄비에 잘게 썬 당근과 셀러리를 넣어주세요.마지막으로 완두콩을 넣어주세요.뚜껑을 닫고 7~10분 정도 센 불에서 끓여주세요. 중간 불로 줄이고 닭고기가 익고 채소가 부드러워질 때까지 약 15분 정도 삶아주세요.음식을 꺼내서 물기를 좀 빼주세요.닭고기와 내장을 잘게 썰어주세요.채소와 닭고기를 섞어주세요. 음식을 제공하기 전 완전히 식혀주세요.
고양이,신장관련,조리시간 30분 이내,닭가슴살볼 - 고양이의 피부 질환을 예방하는 ,음식은 3일 정도 냉장 보관 가능합니다.,닭가슴살 200 g쌀밥 100 g당근 50 g달걀 1 number,"당근의 껍질을 벗기고 줄기를 제거한 후 깍둑썰기해주세요.끓는 물에 1분 정도 당근을 데쳐준 다음 물기를 빼주세요.냄비에 닭고기를 넣고 15~20분 정도 삶아주세요.닭고기가 부드럽게 삶아지면  닭고기를 건져올려 식혀줍니다.닭고기를 작은 조각으로 잘라주세요.당근과 닭고기를 믹서기에 넣어준 다음 잘게 썰어줍니다.닭고기 혼합물을 접시에 부어주세요.예열한 팬에 달걀 1개를 깨서 넣고 2분 정도 휘저어 섞어주세요.냄비에 밥을 넣고 달걀과 섞어주세요.
닭고기 당근 혼합물을 넣고 재료가 잘 혼합되도록 저어주면서 볶아주세요.불을 끄고 적당한 양을 깨끗한 그릇이나 접시에 옮겨 담은 뒤 식혀주세요.고양이가 한 입에 먹을 수 있는 크기로 만들어 주세요."
고양이,관절관련,조리시간 10분 이내,정어리 귀리죽 - 근육통 회복에 좋은,남은 재료는 다른 요리를 위해 잘 보관해 주세요. 이 음식은 3일까지 냉장 보관 가능합니다.,정어리 1 number당근 50 g으깬 귀리 1테이블 스푼 ,껍질을 벗기고 줄기를 제거한 뒤 당근을 잘게 썹니다. 당근은 밝은 오렌지 색상과 표면이 부드럽고 단단한 것을 찾으세요. 윗부분이 검거나 흐물흐물하면 싱싱한 당근이 아닙니다. 끝으로 갈수록 점점 가늘어지는 중간 크기의 당근을 고르세요. 두꺼운 당근은 요리하기 어려울 수 있습니다.중근 그릇에 으깬 귀리 1 테이블스푼을 넣고 뜨거운 물 1컵을 부어주세요.그다음 잘게 썬 당근도 넣어주세요.생선을 통째로 넣거나 먹기 쉽게 충분히 으깨줍니다.귀리가 충분히 물을 흡수하도록 5분 정도 기다립니다. 정말 쉽고 맛있어요^^
강아지,관절관련,조리시간 60분 이내,땅콩버터 과자 - 활력 증진에 도움이 되는 ,강아지가 좋아할 간식이에요~,당근 30 g달걀 35 g땅콩버터 15 g어유 15 ml통밀가루 50 g꿀 10 ml,당근의 껍질을 벗기고 작은 조각으로 썰어주세요.준비한 그릇에 달걀 1개를 깨 넣고 잘 풀어주세요.그릇에 어유 15ml를 첨가하세요잘게 썬 당근도 넣어주세요!땅콩버터와 통밀가루를 넣고 잘 섞이도록 휘저어주세요숟가락으로 쟁반에 잘 섞은 재료를 담아주세요.오븐에 넣고 과자 색이 노릇노릇하게 익을 때까지 30분간 구워주세요그릇에 옮긴 뒤 완전히 식은 후 제공해주세요.
강아지,모질개선,조리시간 60분 이내,사과 크런치 컵케이크 - 심장병 발병 위험을 줄여주는,생각보다 쉽고 만드는 데 오래 걸리지 않아요,통밀가루 4 cup베이킹 파우더 1 tbsp달걀 1 number꿀 2 tbsp사과소스 1/4 cup물 2/3 cup,"그릇에 달걀을 깨서 넣고 잘 풀어주세요.물 2/3컵을 넣고 휘저어 줍니다.사과 소스도 넣어주세요.꿀 2티스푼도 넣어주세요.마지막으로 통밀가루를 넣고 잘 섞일 때까지 휘저어 줍니다.베이킹파우더 1테이블 스푼을 넣고 잘 섞이도록 휘저어 주세요.머핀 컵에 반죽을 채워 오븐에 넣고 175도에서 20분간 구워주세요.오븐에서 꺼내 접시에 담아 좀 식혀주세요.쿠키 커터를 이용해 다양한 모양으로 잘라주세요.짜잔, 이렇게 귀여운 컵케이크가 완성됐어요~"
강아지,신장관련,조리시간 2시간 이상,과일 요구르트 얼음과자 - 몸의 열을 식혀줄 간식,"맛은 물론 과일에는 건강 유지에 필수적인 영양소가 들어있어 
건강에도 좋아요 
심장병과 뇌졸중 발병률을 줄이고 뼈 손실을 감소하는 데 도움이 돼요:)",플레인 요구르트 50 ml사과 소스 50 ml오렌지 50 g바나나 50 g,"먼저 오렌지를 씻고 조각으로 썰어주세요. 오렌지를 고를 때 오렌지를 손으로 잡고 무게를 확인하세요. 크기에 비해 무거운 오렌지는 과즙이 많습니다. 긁힌 자국이나 멍이 많은 오렌지는 피하시길 바랍니다. 반점이 있는 사과는 곰팡이가 피기 시작한 것이니 피하세요. 오렌지는 만졌을 때 딱딱한 것이 좋습니다.바나나를 원 모양으로 썰어주세요. 각색 반점이 없거나 손상되지 않은 바나나를 고르세요. 레시피에는 바나나가 많이 필요 없기 때문에 잘 익은 바나나를 고릅니다.사과도 얇게 썰어주세요. 좋은 사과를 고르기 위해서는 사과를 쥐고 사과 껍질을 눌러보았을 때 단단한 걸 선택하셔야 합니다. 손으로 눌렀을 때 움푹 들어가는 사과와 눈에 띌 정도로 변색하거나 멍이 든 사과는 고르지 마십시오. 달콤하고 아삭아삭한 맛이 나는 붉은색 사과를 고르세요.모든 재료가 준비되었습니다! 자 이제 만들어볼까요~?아이스크림 트레이에 과일을 넣어주세요. 사과 1조각, 오렌지 1조각, 바나나 2~3조각을 각각 넣어주세요.요구르트를 넣어 과일 얼음과자 만들어주세요. 꽉 채워서 담아주세요.막대기가 달린 뚜껑으로 덮어준 뒤, 냉장고에 넣고 4~5시간 정도 얼려줍니다.무더운 날 이 얼음과자는 강아지 입맛에 안성맞춤인 간식이 완성됐어요^.^"
강아지,관절관련,조리시간 2시간 이상,요거트 팝 - 더운 강아지에게 비타민을 ,오늘 만든 요리는 만들기 쉽고 시간이 오래 걸리지 않고 1~2일 동안 냉장고에 보관해도 좋아요:-),잘게 썬 당근 30 g과일즙 30 ml무지방 요구르트 50 ml,"먼저 당근을 씻고 껍질을 벗기고 잘게 썰어줍니다.그리고 그릇에 요구르트를 넣고 사과 소스를 부어줍니다. 취향에 따라 사과즙을 대신 다른 과일즙을 사용해도 좋습니다. 다만 소스용으로 부적합한 과일(아보카도, 자두, 등)은 제외합니다.잘게 썬 당근을 넣고 재료와 잘 섞어주세요.아이스 트레이에 혼합물을 넣어줍니다. 저는 꽃모양 트레이를 사용했습니다^^ 실리콘 트레이를 사용하시는 걸 권장합니다. 요구르트를 꺼내기도 편안하기 때문이죠.냉장고에 쟁반을 넣고 2-3시간 동안 얼려줍니다.
마지막으로 쟁반을 꺼내서 접시에 옮겨 담아주세요."
강아지,다이어트,조리시간 30분 이내,강아지용 만두 - 근육강화에 좋은 ,만두는 냉장고에 3일 정도 보관할 수 있으며 밀폐 용기에 넣어 6개월간 냉동 보관할 수 있습니다.,닭가슴살 200 g밀가루 1 cup우유 1/4 cup올리브 오일 1 tbsp치즈 1 tbsp,"닭고기를 작은 조각으로 썰어주세요. 좋은 닭가슴살이란 통통하고 둥근 닭가슴살이며 가슴뼈 끝을 만졌을 때 연한 연골 부분이 많은 어린 닭은 육질이 부드럽습니다. 포장된 닭고기를 살 경우, 포장 용기에 적힌 유통기한을 확인하세요.닭고기와 치즈를 믹서기에 넣어줍니다.우유 1/4컵을 믹서기에 부어주세요.갈아주세요~작은 그릇에 혼합물을 부어줍니다.다른 그릇에 밀가루를 넣고 우유 1/4컵을 부어주세요올리브 오일 1티스푼을 추가합니다.혼합이 잘되도록 섞어주면서 반죽이 뭉쳐질 때까지 손으로 치대줍니다.깨끗한 도마에 반죽을 올려놓고 5cm 조각으로 잘라줍니다.반죽을 밀대로 납작하게 밀어줍니다.납작한 반죽 안에 STEP 5의 재료를 1티스푼을 넣고 동그랗게 말아준 후, 끝부분을 손가락으로 꼬집듯 집어주세요퓌레가 떨어질 때까지 반복해주시고 유산지가 깔린 베이킹 시트에 나란히 올려줍니다.섭씨 185도로 예열된 오븐에 넣어 15분 정도 구워주세요.오븐을 끄고 만두를 꺼내주세요. 맛있는 향을 내기 위해 치즈와 파슬리도 첨가해도 좋아요~ 음식을 제공하기 전에 완전히 차게 식혀주세요."
