cat/dog,health issue,cooking time,name,save,ingredient,cook
강아지,모질개선,조리시간 2시간 이상,양플랩 떡갈비 만들기 :-),[출처] 네이버 블로그 보노라니,양플랩  닭순살분쇄육 1 kg군고구마 2 number군감자 3 number양배추  당근  ,"꽁꽁 언 간식재료를 해동해주기양 플랩을 찬 물에 담궈서 기름기와 핏물제거- 중간 중간 물을 갈아가며 어느정도 괜찮겠다 싶을때 만든다.집에 있는 채소들도 함께 섞어서 만들어 주기로- 군고구마 2개, 군감자 3개, 양배추 반의반의반의 반쪽, 당근도 반의반의반의반의 반쪽위 재료들을 잘게 썰어서 믹서기에 털어넣고 갈아줌믹서기로 갈아서 채소퓨레처럼 된 것을 닭순살분쇄육과 섞어준다.색깔 예쁘라고 파슬리도 좀 넣어주고-양플랩으로 강아지 수제간식 만들때 겉에 붙은 기름기를 완벽이 제거하고 하기도 하던데- 그냥 그맛으로 먹을 것 같아서 씻으면서 대충만 제거해줬다.양플랩에 꼬꼬채소 반죽을 붙여준다.반죽이 질척여서 밑으로 다 흘러내릴까봐 종이호일을 깔아줬다. 꼭 그렇지 않더라도 양플랩에서 기름기가 많이 나와서 양플랩을 이용한 강아지 수제간식을 만들때는 종이호일을 까는게 좋다고 한다.양플랩 수제간식 하나의 부피가 생각보다 커서 트레이 높이가 높은게 좋을 것 같고- 양도 많이 차지하니깐 좀 큰게 좋을 듯. 부피가 있어서 중간점검자고 일어나서 확인하고, 아무래도 고기로 쌓여있는 부분 안쪽이 불안해서 퇴근 후에 냉장고에 있던 양플랩을 윗칸에서 조금 더 말려줬다.킁킁컹컹 넘나 먹고 싶은 간식"
강아지,관절관련,조리시간 10분 이내,시금치 오믈렛 - 뼈 건강을 향상시키는,음식은 3일 정도 냉장고에 보관하셔도 됩니다.,어린잎 시금치 30 g달걀 1-2 number입자상 치즈 1 tbsp,"시금치를 도마에 놓고 잘게 썰어주세요 
(잎이 신선하고 아삭아삭하며 녹색을 띠는 것을 고르세요. 곤충이 잎을 갉아먹은 것처럼 보이는 시금치는 피하세요)그릇에 시금치와 치즈를 담으세요치즈에 달걀을 깨서 넣으세요달걀이 풀리도록 젓가락으로 저으며 재료를 골고루 섞어주세요코팅이 된 냄비에 계란물을 붓고 5-7분 정도 중불(화씨 350도)에서 가열하세요불을 끄고 도구(주걱 등)를 이용해 달걀을 돌돌 말아주세요접시나 그릇에 달걀말이를 옮기고, 완전히 식은 뒤 한입 크기 조각으로 잘라주세요"
강아지,모질개선,조리시간 30분 이내,소고기&채소볶음 - 영양분이 풍부한,음식은 3일 정도 냉장보관이 가능합니다.,케일 40 g피망 40 g토마토 40 g소고기 덩어리 70 g커민가루 1/4 큰스푼계파기루 1/3] ,피망의 줄기와 씨를 제거하고 깍둑썰기 하세요소고기를 한입 크기의 조각으로 썰어주세요토마토의 줄기를 제거하고 깍둑썰기 해주세요케일을 잘게 썰어주세요냄비에 고기를 넣고 중불(화씨 350도)에서 가열하세요5분간 조리한 다음 고기가 잘 익도록 휘저어 주세요커민과 계피가루를 소고기 위에 뿌려주세요잘게 썬 채소를 모두 넣고 잘 섞어주세요팬에 물 1/4컵을 붓고 채소가 부드러워질 때까지 10-15분간 섞어가며 익혀주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀줍니다.
강아지,다이어트,조리시간 10분 이내,베이컨 파우더 - 내장지방 제거에 좋은,가루를 밀폐 용기에 넣고 5일 정도 냉장고에 보관하셔도 좋습니다.,베이컨 50 g금방 조리가 가능한 귀리 1/4 cup,"냄비에 베이컨을 넣고 중간 불(화씨 300도)에서 가열하세요
(너무 가격이 저렴한 것은 구매하지 마세요. 저렴한 베이컨은 질산나트륨이 많이 들어간 경우가 많습니다. 가게에서 냉장 베이컨을 구매하실 때는 라벨이 붙어있는지 확인하세요. 라벨이 붙은 베이컨은 돼지의 허릿살을 잘라서 만든 것입니다. 지방이 적은 부위가 몸에 좋은 고기입니다)5분간 조리한 후 30분마다 베이컨을 뒤집어주세요싹하게 구워진 베이컨 조각을 건져내서 기름기를 빼주세요믹서기나 커피 분쇄기에 귀리를 넣고 갈아주세요아주 고운 가루가 될 때까지 갈아주세요작은 그릇에 귀리를 옮겨 담으세요베이컨을 작은 조각으로 잘라 믹서기에 넣어주세요베이컨을 곱게 갈아 깨끗한 접시에 부어주세요귀리와 베이컨을 골고루 섞어주세요베이컨 맛을 내기 위해 강아지 음식에 뿌려주세요"
강아지,신장관련,조리시간 20분 이내,참깨&치즈스틱 - 고혈압을 조절하는,간식은 5일 정도 냉장 보관이 가능합니다.,통밀가루 1/2 cup검은 참깨 2 tbsp하얀 참깨 2 tbsp입자상 치즈 1/4 cup식물성 오일 2 tbsp달걀 1 number,"커다란 믹싱 볼에 밀가루를 붓고 가운데를 파서 우물 모양을 만들어 주세요홈이 파인 곳에 오일과 물 2스푼을 부어주세요잘 섞어준 다음 반죽이 될 때까지 치대주세요깨끗한 유산지 위에 반죽을 올려놓은 뒤, 반죽을 1cm 두께로 밀어주세요그릇에 달걀 1개를 깨서 넣고 잘 풀어준 뒤 반죽 위에 발라주세요반죽 위에 참깨와 치즈를 뿌려주세요
(포장 용기 안에 든 참깨를 대량으로 구매할 때는 포장 용기에 습기가 차 있는지 확인하세요. 참깨는 오일 함량이 높고 산패하기 쉬우니 큰 통에 담긴 참깨는 신선한 냄새가 나는지 확인하세요)치즈와 참깨가 반죽에 잘 붙도록 밀대로 반죽을 밀어주세요반죽을 작은 조각으로 잘라주세요베이킹 시트 위에 반죽을 올려주세요화씨 400도에서 12-15분 정도 구워주세요아이에게 음식을 주기 전 완전히 식혀주세요"
강아지,신장관련,조리시간 30분 이내,간단 소고기 볶음 - 면역체계를 강화하는,음식은 3일 정도 냉장 보관이 가능합니다.,소고기 100 g마늘 1쪽 말린 로즈마리 1/4 작은스푼,마늘 한쪽을 다지세요예열된 프라이팬에 소고기를 넣고 중불(화씨 350도)에서 가열하세요프라이팬에 소고기를 넣고 마늘과 말린 로즈마리를 뿌려주세요10분간 잘 볶아주세요소고기가 붉은기 없이 노릇노릇하게 익어야 합니다.불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식을 제공하기 전에 완전히 식혀주세요
강아지,장관련,조리시간 10분 이내,요구르트와 과일 - 소화에 좋은,음식은 2일 정도 냉장보관이 가능합니다.,바나나 30 g키위 30 g사과 30 g무지방 요구르트 1/4 cup으깬 귀리 1/2 cup올리브 오일 1/2 작은스푼크림치즈 1 tbsp아마씨 1 작은스푼,"사과의 씨를 제거하고 깍둑썰기 해주세요.
(색이 진하고 껍질에 윤기가 나며 단단하고 크기에 비해 무거운 사과를 고르세요.)바나나를 얇게 썰어주세요키위의 껍질을 벗기고 깍둑썰기 해주세요믹싱 볼에 과일을 넣어주세요크림치즈와 귀리를 넣어서 잘 섞어주세요아마씨와 요구르트, 올리브 오일을 넣고 휘저어 주세요재료들이 잘 혼합되도록 섞어주세요강아지 그릇에 음식을 옮겨 담아주세요"
강아지,모질개선,조리시간 60분 이내,양고기 해시 - 뼈 강화에 좋은,음식은 3일 정도 냉장보관이 가능합니다.,물 1.5 cup당근 50 g하얀 무 50 g간 양고기 100 g신선한 파슬리 20 g껍질콩 50 g,"무의 껍질을 벗기고 줄기를 제거한 후 깍둑썰기 해주세요(윗부분은 녹색이고 뿌리는 흠이 없고 단단한 무를 고르세요.)당근도 깍둑썰기 해주세요(잔뿌리가 없고 껍질이 단단하고 매끈한 당근을 고르세요.)파슬리도 썰어주세요냄비에 물 1/5컵을 부어주세요잘게 썬 채소를 넣고 부드럽게 저어주세요뚜껑을 닫고 센불(화씨 400도)에서 끓여주세요양고기를 넣고 골고루 섞어주세요중불(화씨 350도)로 줄이고 물이 증발할 때까지 35분간 삶아주세요불을 끄고 음식을 깨끗한 접시나 그릇에 옮겨 담으세요음식에 파슬리를 뿌리고, 반려견에게 주기 전에 완전히 식혀주세요"
강아지,신장관련,조리시간 60분 이내,근대칩 - 간 질환에 도움이 되는,간식은 5일 정도 냉장보관이 가능합니다.,신선한 근대 450 g올리브 오일 1 작은스푼,"근대를 씻고 줄기를 제거한 후 1cm의 두께로 얇게 썰어줍니다.
(신선한 줄기와 뿌리가 곧은 근대를 고르시고, 뿌리가 크고 털이 많으며 잎이 시든 근대는 오래된 것이니 사지 마세요)중간 크기의 그릇에 근대 조각을 넣고 올리브 오일 1티스푼을 추가하세요근대 조각이 올리브 오일로 덮이도록 잘 버물려 줍니다.유산지가 깔린 베이킹 시트에 근대 조각을 올려주세요시트에 근대 조각끼리 서로 닿지 않게 올려놓으세요.오븐에 근대 조각을 넣고 화씨 350도에서 30-40분 정도 구워주세요음식은 냉장보관해주시고, 냉장고에 넣기 전에 완전히 식혀주세요."
강아지,관절관련,조리시간 30분 이내,키위 볼 - 성장을 촉진시키는,간식은 5일 정도 냉장보관이 가능합니다.,버터 1/4 cup꿀 1/4 cup통밀가루 1 cup으깬 귀리 1 cup계피 1 작은스푼다목적용 밀가루 1 cup베이킹 파우더 1/2 작은스푼키위 1 number달걀 1 number,키위를 반으로 잘라주세요반으로 자른 키위의 껍질을 벗기고 4등분으로 잘라주세요나머지 반쪽도 똑같이 잘라 믹서기에 넣어주세요달걀 하나를 깨서 넣고 키위가 액체가 될 때까지 갈아주세요그릇에 부어주세요꿀 1/4컵과 버터 1/4를 추가하세요통밀가루 1컵과 다목적용 밀가루 1컵을 부어주세요으깬 귀리 1/2컵을 부어주세요베이킹 파우더 1/2과 계피 1티스푼을 첨가해주세요반죽이 너무 건조하면 물 1/2컵을 부어주세요반죽이 될 때까지 골고루 섞어줍니다.손으로 반죽을 치대줍니다반죽을 뜯어 작은 공모양으로 만들어주세요사용하지 않은 귀리 1/2컵이 담긴 그릇에 반죽을 굴려주세요베이킹 트레이에 올려주세요. 모든 재료가 떨어질 때까지 반복합니다.오븐에 시트를 넣고 화씨 350도에서 30분 정도 구워주세요오븐을 끄고 간식을 꺼내어 접시나 그릇에 옮겨 담으세요
