cat/dog,health issue,cooking time,name,save,ingredient,cook
강아지,구강개선,조리시간 30분 이내,강아지 입냄새를 제거해주는 간식,♥ 강아지 입냄새를 제거해주는 수제 간식 만들기♥,파슬리 50g 민트잎 50g 코코넛오일 1큰스푼 큰스푼코코넛우유 1/2컵 cup귀리 1컵 cup,"재료를 준비할게요 파슬리 민트잎 코코넛오일 코코넛우유 (코코넛오일/우유는 일반오일 우유와 대체 가능합니다^^) 귀리파슬리와 민트잎을 잘게 다져귀리랑 함께 섞어줄게요  코코넛 오일과 코코넛 우유를 붓고 잘 섞어줍니다베이킹 시트 위에 동그랗게 모양을 만들어서 350도에서 25~30분동안 
궈줍니다"
강아지,신장관련,조리시간 20분 이내,햄버거 패티 - 강아지의 소화를 도와주는,패티는 3일 정도 냉장고에 보관하세요,파슬리 70 g다진 소고기 225 g애호박 1/2 number달걀 1 number으깬 귀리 1/2 cup당근 1/2 number,"당근을 씻고 껍질을 벗긴 후 잘게 썰어주세요. 당근을 고를 때 잔뿌리가 없고 껍질이 단단하고 매끈한 걸 고르세요.애호박의 끝부분을 잘라서 깍둑썰기해 주세요. 애호박은 크기가 작은 걸 고르세요. 줄기의 잎이 촘촘하게 붙어있을수록 수명이 길어집니다.파슬리를 잘게 썰어주세요.믹싱 볼에 달걀을 깨서 넣고 풀어주세요.소고기를 넣고 섞어 준 뒤, 잘게 썬 채소도 넣어주세요.준비한 귀리를 넣고 재료가 잘 섞이도록 골고루 휘저어 줍니다.1 테이블 스푼의 양을 퍼서 공 모양을 만들고 2~5cm 두께로 눌러주세요.준비한 재료가 다 떨어질 때까지 만들어주세요.코팅된 프라이팬에 패티를 넣고 6분 정도 센 불에서 가열해 주세요.패티를 뒤집어서 6분 정도 더 익혀 주세요.다 익으면 깨끗한 접시에 옮긴 뒤, 완전히 식혀주세요."
강아지,신장관련,조리시간 10분 이내,정어리 달걀말이 - 강아지의 시력 감퇴를 예방하는,"조리되지 않은 음식은 3일 정도 냉장 보관 가능합니다. 연어나 새우는 이번 요리의 대체 재료로 사용해도 좋아요 
당신은 강아지가 가장 좋아하는 채소를 정어리와 같이 먹이세요. 당근 고구마 껍질 콩 호박 셀러리 완두콩 채소는 개가 가장 좋아하는 식자재입니다.",정어리 70 g달걀 2~3 number파슬리 5 g,도마에 파슬리를 놓고 잘게 썰어주세요. 파슬리는 집에서 키우거나 식료품점에서 구매하실 수 있습니다. 가능하다면 신선한 파슬리를 고르세요. 파슬리는 잎이 신선하고 밝은 녹색을 띠어야 합니다. 노란색으로 변한 잎은 부패가 진행된 것입니다.정어리의 물기를 빼주고 그릇에 넣어준 뒤 포크를 이용해서 정어리를 으깨주세요.잘게 썬 파슬리를 넣어서 골고루 섞어주세요.달걀 2개를 깨서 넣고 재료가 골고루 섞이도록 휘저어 주세요.준비한 팬에 재료를 붓고 5~7분 정도 달걀이 익을 때까지 중간 불에서 조리하세요.불을 끄고 주방기구를 이용해서 달걀을 돌돌 말아주세요.오븐을 끄고 2~3cm 정도의 두께가 되도록 잘라주세요.완전히 식은 뒤 제공해주세요.
강아지,신장관련,조리시간 2시간 이상,닭고기 젤리 간식 - 강아지 암 예방에 좋은,간식을 3일 정도 냉장 보관하거나 밀폐 용기에 넣고 6개월 정도 냉동 보관 세요. 냉장고에서 트레이를 꺼내서 뜨거운 물에 담근 후 칼과 포크를 이용해서 젤리를 꺼내 접시에 담아주세요.,셀러리 30 g무향 젤라틴 10 g닭육수 1.5 cup삶은 닭고기 100 g,셀러리를 잘게 썰어주세요. 셀러리는 줄기가 단단하고 흠이 없는 것을 고르세요. 줄기와 잎은 노란색이 아닌 녹색을 띠어야 합니다.삶은 닭고기를 잘게 썰어주세요.냄비에 닭 육수 1/2컵을 넣고 중간 불에서 끓여주세요.닭 육수에 젤라틴을 붓고 잘 용해되도록 휘저어 주세요.남은 닭 육수를 넣고 잘 섞어주세요.냄비에 닭고기와 셀러리를 넣고 잘 섞이도록 휘저어 주세요.끓을 때까지 2~3분 정도 조리해주세요.불을 끄고 혼합물을 큐브 트레이에 부어주세요.위에 셀러리도 뿌려주세요.냉장고에 트레이를 넣고 8-12시간 정도 냉장 보관해 줍니다.음식을 꺼내서 강아지에게 제공하세요.
강아지,신장관련,조리시간 30분 이내,강아지를 위한 감자와 소고기 요리 - 신장에 좋아요,음식은 3일 정도 냉장 보관 가능합니다,다진 소고기 140 g물 250 ml피망 1 number감자 170 g연어오일 1 작은스푼파슬리 20 g,파슬리를 잘게 다져주세요.피망의 줄기와 씨를 제거한 뒤 깍둑썰기해 주세요. 감자도 1~2cm 크기로 깍둑썰기해 주세요.중간 크기의 팬에 소고기를 넣고 5분 정도 중간 불에서 가열한 뒤 소고기를 잘라주면서 중간중간 휘저어 주세요.물 1/2컵을 부어주세요.감자와 피망을 넣고 약한 불로 줄인 뒤 15~20분 정도 삶아주세요. 중간중간 저어주는 걸 잊지 마세요!물을 추가로 넣어주세요.감자가 어느 정도 익으면 연어오일 1작은 스푼과 잘게 썬 파슬리를 넣고 1~2분 더 조리해주세요.불을 끄고 1인분의 양을 접시나 그릇에 옮겨 담으세요. 음식을 제공하기 전에 완전히 식혀줍니다.
강아지,장관련,조리시간 30분 이내,맥앤치즈 - 강아지에게 풍부한 비타민을 ,조리되지 않은 음식은 3일 정도 냉장 보관 가능합니다,다진 소고기 200 g물 500 ml마카로니 100 g빵가루 120 g체다치즈 60 g마늘가루 1 작은스푼호박 100 g파슬리 20 g,"호박의 껍질을 벗기고 씨를 제거한 후 깍둑썰기해 주세요. 호박은 크기가 작을수록 맛있다는 걸 기억하세요. 녹색 줄기가 튼튼한 것을 고르고 갈색 반점이 있는 호박은 고르지 마세요.파슬리를 잘게 썰어주세요.커다란 냄비에 물을 넣고 센 불에서 끓여주세요소고기와 마늘가루, 호박을 넣고 중간중간 저어주면서 삶아주세요.표면에 뜬 기름을 제거하세요.마카로니를 넣고 중간불로 줄인 뒤 파스타와 호박이 부드러워질 때까지 약 16분 정도 삶아주세요불을 끄고 삶은 재료들을 건져 올려 물기를 빼주세요.육수 냄비에 남은 삶은 물을 따로 보관해 주세요.물을 뺀 재료를 냄비에 넣고 중간 불에서 끓여주세요.치즈와 빵가루, 파슬리를 넣어주세요.재료를 골고루 섞어주세요.불을 끄고 1인분의 양을 접시나 그릇에 옮겨 담으세요.음식을 제공하기 전에 완전히 식혀주세요."
강아지,구강개선,조리시간 20분 이내,데블드 에그 - 강아지 단백질 보충에 좋아요,오늘 만든 레시피는 3일 정도 냉장 보관이 가능합니다,닭간 70 g유기농 사과유 1 작은스푼달걀 2 number,"2개의 냄비에 2.5컵의 물을 부어준 후 각 냄비에 달걀과 간을 넣은 후 냄비를 10분 정도 가열하고 완전히 식혀줍니다.달걀 껍데기를 벗긴 후 반으로 잘라주세요.믹서기에 사과 유 1티스푼과 간을 넣은 후 간이 죽이 될 때까지 갈아주세요.간을 그릇에 부어주세요.간이 닮긴 그릇에 달걀 노른자를 넣고 닭간과 식초, 노른자를 으깨어 줍니다만든 재료들을 달걀 흰자위에 넣어주세요.강아지에게 음식을 그대로 제공하세요. 파슬리나 셀러리와 같은 채소나 허브를 추가하셔도 좋아요!"
고양이,신장관련,조리시간 20분 이내,고양이를 위한 닭요리 - 체중감량에 효과적인 간식,오늘 만든 음식은 3일까지 냉장 보관이 가능합니다. 고기 음식은 영양분이 풍부한 음식이지만 너무 많이 먹이지 마십시오. 지나친 간 섭취는 오히려 뼈 건강에 해로워요,닭가슴살 100 g닭간 75 g닭심장 75 g물 1 cup다목적용 밀가루 1 cup,"닭가슴살을 잘게 썰어주세요. 닭가슴살을 고를 때는 뼈와 껍질이 없는 것을 고르세요. 통통하고 둥근 닭가슴살이 가장 좋습니다. 어린 닭일수록 육질이 부드럽고 연합니다.심장과 간도 썰어주세요.중간 크기의 프라이팬에 물 1컵을 붓고 중간 불로 가열하세요.물이 뜨거워 지면 닭고기와 간, 심장을 넣고 재료가 다 익을 때까지 10~12분 정도 끓여주세요.다목적용 밀가루 1컵을 넣고 2분 동안 저어주세요.스토브를 끄고 음식을 작은 접시나 그릇에 옮겨 담으세요. 음식이 완전히 식은 후 제공해주세요.  파슬리나 다른 채소를 첨가하셔도 좋아요!"
고양이,신장관련,조리시간 10분 이내,새우 레물라드 -  영양 공급이 필요한 고양이에게,오늘의 요리는 3일 정도 냉장 보관이 가능합니다.,삶은 새우 50 g파슬리 10 g돼지고기 반죽 2 tbsp완숙란 1 number크림치즈 4 작은스푼,"달걀 1개, 파슬리, 치즈, 돼지고기 반죽과 물 1/4컵을 부어주세요.퓨레 상태가 될 때까지 갈아주세요.삶은 새우 위에 소스를 부어주세요.음식이 완성됐어요! 고양이에게 제공해주세요."
고양이,관절관련,조리시간 30분 이내,고양이를 위한 달걀 쿠키 - 단백질이 풍부한,이 간식은 3-4일까지 냉장 보관 가능합니다.,달걀 1~2 number옥수수 가루 1/4 cup통밀가루 1 cup식물성 기름 1 작은스푼,중간 그릇에 달걀을 깨뜨려 넣어주세요.식물성 기름 1티스푼을 첨가하세요.옥수수가루와 통밀가루를 넣어주세요.부드러운 반죽이 될 때까지 섞어주세요.바닥에 얇게 밀가루를 묻혀가며 반죽을 치대주세요.밀대로 밀어서 반죽을 1~2 cm 두께로 펴 주세요.칼과 쿠키 틀을 이용해 좋아하는 모양대로 반죽을 자르세요.쿠키 반죽을 유산지가 깔린 베이킹 시트에 나란히 올려주세요.시트를 예열된 325℃  오븐에 넣고 노릇노릇해질 때까지 15~20분간 구워주세요.오븐을 끄고 과자를 꺼내서 깨끗한 바닥에 올려놓고 음식을 식혀주세요 :)
고양이,다이어트,조리시간 10분 이내,소스 요리 - 고양이에게 훌륭한 음식 첨가제,음식은 3일 정도 냉장 보관 가능합니다,다진 닭고기 100 g말린 멸치 100 g닭간 60 g생선 육수 1/2 cup비트 60 g토마토 60 g파슬리 10 g셀러리 10 g당근 60 g,"당근의 껍질을 벗기고 깍둑썰기해 주세요. 잔뿌리가 없고 껍질이 단단하고 매끈한 당근을 고르세요.셀러리를 잘게 썰어주세요. 줄기가 단단하고 흠이 없는 것을 고르세요. 줄기와 잎은 노란색이 아닌 녹색을 띠어야 합니다.비트의 줄기를 자르고 4등분으로 썰어주세요. 신선한 줄기와 뿌리가 곧은 비트를 고릅시다. 뿌리가 크고 털이 많으며 잎이 시든비트는 오래된 것이니 피하세요.토마토의 줄기를 제거하고 깍둑썰기해 주세요. 파슬리를 곱게 다지세요.간을 깍둑썰기해 주세요.모든 재료가 준비됐어요.모든 채소를 믹서기에 넣어주세요.믹서기에 간과 닭고기를 넣어주세요.말린 멸치과 육수도 넣어주세요.뚜껑을 닫고 퓌레 상태로 곱게 갈아주세요.준비한 팬에 믹서기로 간 재료를 붓고 중간 불에서 가열하세요.건조해질 때까지 휘저어 주면서 7~10분 정도 조리하세요,불을 끄고 그릇에 옮겨 담은 뒤 다른 음식과 함께 제공해 주세요."
고양이,모질개선,조리시간 10분 이내,연어 고양이 간식 - 뼈와 근육을 튼튼하게,3일까지 냉장 보관이 가능해요 :),연어 200 g통밀빵 2 number브로콜리 300 g,"브로콜리를 잘게 써세요. 브로콜리를 고를 때에는 꽃봉오리가 짙은 녹색이거나 줄기 부분이 단단한 것을 고르세요. 꽃봉오리가 노란색이면 신선하지 않으므로 피하시길 바랍니다.연어를 1cm 두께로 잘라주세요. 수분함량은 연어의 신선도와 품질을 결정하는 중요한 지표이므로 수분이 마르지 않는 연어를 고르세요. 연어의 배 부분이 엷은 갈색을 띠는 것은 신선도가 떨어지는 것이니 피하시길 바랍니다.연어를 팬에 넣고 중간 불에서 2분 동안 조리하며 한쪽 면이 익으면 뒤집어 주세요.브로콜리도 넣어주세요.연어가 골고루 익힐 때까지 5분 더 휘저어 줍니다. 계속 휘저으면서 연어를 으깨줍니다. 
스토브를 끄고 연어와 섞인 재료들을 작은 그릇에 옮겨 담아주세요.접시에 빵 한 조각을 놓으세요.빵 위에 연어와 섞인 재료들을 올리고 그 위에 빵을 덮으세요.쿠키 커터를 이용해 식빵 가운데 구멍을 내줍니다.연어와 브로콜리로 눈과 코를 만들어 붙입니다."
강아지,관절관련,조리시간 20분 이내,돼지고기 볶음밥,백구의 요리교실 돼지 볶음밥 ♥,계란 1 number다진 돼지고기 100 g밥 1컵 ,재료는 계란1개 다진 돼지고기 100g 밥 한그릇을 준비해요~모든 재료를 볼에 넣고 잘 섞고베이킹시트를 깔고 내용물을 잘 담은다음 오븐에 15분동안 굽고이제 오븐에서 꺼내고 우리 백구에게 줄꺼에용ㅋㅋㅋㅋ 너무 간단해서 레시피 적을거도 없다는...
